input_text,prefix,target_text,group
Pelican is ,free-cs,a bird,Filling
Peacock is ,free-cs,a bird,Filling
Peaches can be ,free-cs,canned.,Filling
Peaches are ,free-cs,a kind of fruit,Filling
Peace is the opposite of ,free-cs,war,Filling
Peace is ,free-cs,good,Filling
Patriotism would make ,free-cs,you want to join the army,Mapping
Paris is the capital of ,free-cs,france.,Filling
Paris is ,free-cs,the capital city of France,Filling
Parents have ,free-cs,children.,Filling
Parents can ,free-cs,care for children,Filling
Parakeet is ,free-cs,a bird,Filling
Papers are ,free-cs,recyclable.,Filling
Paper is ,free-cs,often made from trees.,Filling
Paper can be ,free-cs,crumpled.,Filling
Paper can ,free-cs,burn.,Filling
PHP is ,free-cs,free,Filling
Our solar system is part of ,free-cs,the milky way,Filling
Ostriches cannot ,free-cs,fly,Filling
Ostrich is ,free-cs,a bird,Filling
Oriole is ,free-cs,a bird,Filling
Orgasm is the climax of ,free-cs,sexual excitement.,Filling
Orgasm is ,free-cs,very pleasurable.,Filling
Oregon is ,free-cs,a State.,Filling
Ontario is part of ,free-cs,Canada.,Filling
Onions are ,free-cs,a kind of vegetables.,Filling
One of the things you do when you win a baseball game is ,free-cs,celebrate,Mapping
One of the things you do when you watch tv is ,free-cs,change the channel.,Mapping
One of the things you do when you watch a movie is ,free-cs,eat popcorn.,Filling
One of the things you do when you watch TV is ,free-cs,sitting,Mapping
One of the things you do when you wash your clothes is ,free-cs,sort them by colors,Mapping
One of the things you do when you wash clothes is ,free-cs,sort clothes,Filling
One of the things you do when you walk is ,free-cs,move your legs.,Mapping
One of the things you do when you walk in the rain is ,free-cs,get wet,Mapping
One of the things you do when you wage war is ,free-cs,kill people.,Mapping
One of the things you do when you visit a museum is ,free-cs,look at the paintings.,Mapping
One of the things you do when you use a calculator is ,free-cs,press buttons.,Filling
One of the things you do when you test your strength is ,free-cs,lift weights,Mapping
One of the things you do when you talk with someone far away is ,free-cs,call them on the telephone.,Mapping
One of the things you do when you take final exams is ,free-cs,study,Mapping
One of the things you do when you take a shower is ,free-cs,get clean.,Mapping
One of the things you do when you take a bath is ,free-cs,get wet,Mapping
One of the things you do when you surprise someone is ,free-cs,laugh,Mapping
One of the things you do when you study for a subject is ,free-cs,read books,Mapping
One of the things you do when you stop your bicycle is ,free-cs,apply the brake,Mapping
One of the things you do when you stay in bed is ,free-cs,sleep in,Filling
One of the things you do when you stay fit is ,free-cs,excercise,Mapping
One of the things you do when you start a fire is ,free-cs,light a match.,Filling
One of the things you do when you start a family is ,free-cs,get married,Mapping
One of the things you do when you stand in a queue is ,free-cs,get impatient,Mapping
One of the things you do when you soak in a hotspring is ,free-cs,relax,Filling
One of the things you do when you snore is ,free-cs,sleep.,Filling
One of the things you do when you sleep is ,free-cs,dream,Filling
One of the things you do when you sit down is ,free-cs,bend your knees.,Mapping
One of the things you do when you shop is ,free-cs,compare prices,Mapping
One of the things you do when you see your idea become reality is ,free-cs,celebrate,Mapping
One of the things you do when you see a story is ,free-cs,read it,Mapping
One of the things you do when you see a band is ,free-cs,hear music,Filling
One of the things you do when you read a newspaper is ,free-cs,turn pages,Turn
One of the things you do when you read a magazine is ,free-cs,turn the pages,Turn the pages
One of the things you do when you prove your physical endurance is ,free-cs,run,Filling
One of the things you do when you program is ,free-cs,compile,Filling
One of the things you do when you pretend is ,free-cs,use your imagination,Mapping
One of the things you do when you play is ,free-cs,have fun,Mapping
One of the things you do when you play football is ,free-cs,throw the ball,Filling
One of the things you do when you play cards is ,free-cs,shuffle the deck,Mapping
One of the things you do when you play ball is ,free-cs,throw the ball,Filling
One of the things you do when you play a harp is ,free-cs,pluck the strings,Filling
One of the things you do when you pay by credit card is ,free-cs,sign your name,Mapping
One of the things you do when you pay a bill  is ,free-cs,write out a check,Filling
One of the things you do when you pass your university exams is ,free-cs,celebrate.,Mapping
One of the things you do when you pass a course is ,free-cs,study,Mapping
One of the things you do when you meet people is ,free-cs,talk to them,Mapping
One of the things you do when you meet interesting people is ,free-cs,talk to them,Mapping
One of the things you do when you make people laugh is ,free-cs,tell a joke,Mapping
One of the things you do when you make a phone call is ,free-cs,talk,Mapping
One of the things you do when you love someone is ,free-cs,kiss them,Mapping
One of the things you do when you live is ,free-cs,breathe,Filling
One of the things you do when you kill is ,free-cs,shoot,Mapping
One of the things you do when you jump out of a window is ,free-cs,fall to the ground,Mapping
One of the things you do when you improve your image is ,free-cs,buy new clothes,Mapping
One of the things you do when you hear singing is ,free-cs,sing along.,Mapping
One of the things you do when you hear music is ,free-cs,tap your foot,Filling
One of the things you do when you have sex  is ,free-cs,climax,Mapping
One of the things you do when you have fun is ,free-cs,have sex.,Mapping
One of the things you do when you have a rest is ,free-cs,close your eyes,Mapping
One of the things you do when you have a physical exam is ,free-cs,remove your clothing,Mapping
One of the things you do when you have a nervous breakdown is ,free-cs,cry,Mapping
One of the things you do when you have a haircut is ,free-cs,go to the barbers,Mapping
One of the things you do when you have a conversation is ,free-cs,listen,Mapping
One of the things you do when you have a conversation  is ,free-cs,exchange information,Mapping
One of the things you do when you have a bath is ,free-cs,get wet,Mapping
One of the things you do when you hang out at the bar is ,free-cs,drink.,Filling
One of the things you do when you go to the zoo is ,free-cs,see animals,Mapping
One of the things you do when you go to the store is ,free-cs,buy things,Mapping
One of the things you do when you go to the hairdresser is ,free-cs,get a haircut,Mapping
One of the things you do when you go to sleep is ,free-cs,dream,Filling
One of the things you do when you go to market is ,free-cs,buy things,Mapping
One of the things you do when you go to get a haircut is ,free-cs,read a magazine.,Mapping
One of the things you do when you go to a film is ,free-cs,buy popcorn.,Filling
One of the things you do when you go to a baseball game is ,free-cs,drink beer,Filling
One of the things you do when you go see a film is ,free-cs,buy a ticket.,Mapping
One of the things you do when you go on the stage is ,free-cs,act,Mapping
One of the things you do when you go on a vacation is ,free-cs,relax,Relax
One of the things you do when you go for a walk is put on ,free-cs,shoes,Mapping
One of the things you do when you go for a jog is ,free-cs,run,Mapping
One of the things you do when you get some physical activity is ,free-cs,sweat.,Filling
One of the things you do when you get onto the web is ,free-cs,check email,Filling
One of the things you do when you get in shape is ,free-cs,exercise.,Mapping
One of the things you do when you get fit is ,free-cs,exercise,Mapping
One of the things you do when you get a good grade is ,free-cs,smile,Mapping
One of the things you do when you fly in an airplane is ,free-cs,looking out of the window,Mapping
One of the things you do when you fight the enemy is ,free-cs,shoot them,Mapping
One of the things you do when you fall is ,free-cs,hit the ground,Mapping
One of the things you do when you express information is to ,free-cs,talk,Mapping
One of the things you do when you eat vegetables is ,free-cs,chew them,Mapping
One of the things you do when you eat in a fast food restaurant is ,free-cs,order the food,Mapping
One of the things you do when you eat ice cream is ,free-cs,lick it.,Mapping
One of the things you do when you eat dinner is ,free-cs,chewing,Filling
One of the things you do when you drive your car is ,free-cs,steer it,Mapping
One of the things you do when you do the housework is ,free-cs,clean the toilets,Filling
One of the things you do when you do some exercises is ,free-cs,sweating,Mapping
One of the things you do when you die is ,free-cs,stop living,Mapping
One of the things you do when you die  is ,free-cs,stop breathing,Mapping
One of the things you do when you cry  is ,free-cs,shed tears,Filling
One of the things you do when you cross the street is ,free-cs,look both ways.,Mapping
One of the things you do when you cool off is ,free-cs,go swimming,Mapping
One of the things you do when you contemplate is ,free-cs,think,Mapping
One of the things you do when you commit suicide is ,free-cs,killing yourself,Mapping
One of the things you do when you check vital signs is ,free-cs,check for a pulse.,Filling
One of the things you do when you chat with friends is ,free-cs,talk all at once.,Filling
One of the things you do when you change your appearance is ,free-cs,put on makeup,Mapping
One of the things you do when you buy food is ,free-cs,paying,Mapping
One of the things you do when you buy a house is ,free-cs,move in,Mapping
One of the things you do when you bury the cat is ,free-cs,cry,Filling
One of the things you do when you bring suit is ,free-cs,hire a lawyer.,Filling
One of the things you do when you breathe is ,free-cs,inhale.,Filling
One of the things you do when you awake is ,free-cs,yawn,Mapping
One of the things you do when you attend a classical concert is ,free-cs,listen to the music,Mapping
One of the things you do when you are sick is ,free-cs,going to your doctor,Mapping
One of the things you do when you are sad is ,free-cs,crying,Mapping
One of the things you do when you apply for a job is ,free-cs,fill out the application form,Filling
One of the things you do when you analyse something is ,free-cs,think,Mapping
Oil is ,free-cs,slippery.,Filling
Ohio is ,free-cs,a state,Filling
Oceans have ,free-cs,salt water.,Filling
Oaks are ,free-cs,a type of tree,Filling
Nylon is used for ,free-cs,making clothes,Filling
Nothing can last ,free-cs,forever.,Filling
Norway is ,free-cs,a country.,Mapping
North america is ,free-cs,a continent,Filling
North America is part of ,free-cs,Earth,Filling
No two snowflakes are ,free-cs,alike,Filling
No man is ,free-cs,an island,Filling
Nirvana is ,free-cs,a band.,Filling
Nightingale is ,free-cs,a bird,Filling
Nietzsche was ,free-cs,a German,Filling
Newsweek is ,free-cs,a magazine.,Filling
New York is ,free-cs,a State.,Mapping
New Mexico is ,free-cs,a State.,Mapping
New Hampshire is ,free-cs,a State.,New Hampshire
New England is part of ,free-cs,the United States,Filling
Nevada is ,free-cs,a State.,Filling
Neptune is ,free-cs,a planet.,Filling
Need would make you want ,free-cs,to write a program,Mapping
Necklaces are ,free-cs,jewelry.,Filling
Nature is ,free-cs,beautiful,Filling
My sister is part of ,free-cs,my family.,Filling
My mother is part of ,free-cs,my family.,Filling
Music is ,free-cs,a form of art.,Filling
Music can be ,free-cs,soothing.,Filling
Music can ,free-cs,soothe the savage beast.,Filling
Mushrooms are a type of ,free-cs,fungus.,Filling
Murder causes ,free-cs,death,Filling
Movie watching is ,free-cs,passive entertainment,Filling
Mouths are used for ,free-cs,talking and eating.,Filling
Most tires are made of ,free-cs,rubber.,Filling
Most t-shirts do not have ,free-cs,buttons.,Filling
Most rugs are on ,free-cs,the floor.,Filling
Most rocks are ,free-cs,hard,Filling
Most plastics are made from ,free-cs,petroleum.,Filling
Most plants are ,free-cs,green.,Filling
Most pizza has ,free-cs,cheese on it.,Filling
Most people want ,free-cs,to be liked.,Filling
Most people can ,free-cs,swim in water.,Filling
Most people are ,free-cs,right-handed.,Filling
Most paper is made from ,free-cs,wood pulp.,Filling
Most paper is ,free-cs,white,Filling
Most magazines have ,free-cs,pictures in them.,Filling
Most humans have ,free-cs,two legs.,Filling
Most fish live in ,free-cs,the sea,Filling
Most dogs are ,free-cs,playful,Filling
Most cats have ,free-cs,tails.,Filling
Most cameras have ,free-cs,a lens,Filling
Most birds have ,free-cs,wings,Filling
Most bicyles have ,free-cs,two wheels.,Filling
Mosquitos are ,free-cs,insects,Filling
Montreal is in ,free-cs,Canada,Filling
Montana is part of ,free-cs,the United States,Filling
Montana is ,free-cs,a State.,Filling
Minnesota is ,free-cs,a State.,Filling
Milky Way is ,free-cs,a galaxy.,Filling
Milk contains ,free-cs,calcium.,Filling
Microsoft is ,free-cs,a corporation,Mapping
Michigan is ,free-cs,a state.,Filling
Mice can ,free-cs,eat cheese,Filling
Metal is ,free-cs,a type of music.,Filling
Men wants ,free-cs,to have sex.,Filling
Members of a jury might be ,free-cs,sequestered,Mapping
Melons are ,free-cs,a sort of fruits.,Filling
Matches  are used to ,free-cs,start fires,Filling
Mastercard is ,free-cs,a credit card,Mapping
Marijuana should be ,free-cs,legal.,Filling
Marijuana is ,free-cs,a drug.,Filling
Marijuana does ,free-cs,less harm than alcohol.,Filling
Marijuana can ,free-cs,ease chonic pain.,Filling
Marble is ,free-cs,a type of rock.,Filling
Mammals have ,free-cs,hair.,Filling
Mammals are ,free-cs,warm blooded,Filling
Making love is ,free-cs,a valued human activity,Mapping
Maine is ,free-cs,a State.,Filling
Magazines usually have ,free-cs,pictures in them.,Filling
MIT is ,free-cs,a university,Filling
Lovemaking can have ,free-cs,consequences,Filling
Love is blind. Frienship is ,free-cs,clairvoyant.,Filling
Long hair  would make ,free-cs,you want to go for a haircut,Mapping
Living grass is usually ,free-cs,green,Filling
Listening is an activity that often involves ,free-cs,songs.,Filling
Lions are ,free-cs,mammals,Filling
Linux is ,free-cs,an operating system,Linux
Lightning is ,free-cs,an electrical discharge.,Filling
Light is used for ,free-cs,reading.,Filling
Light is ,free-cs,an energy,Filling
Lettuce is part of ,free-cs,a salad,Filling
Lemurs are from ,free-cs,Madagascar.,Filling
Learning is an activity that takes place in ,free-cs,a school.,Filling
Learning can be ,free-cs,fun.,Filling
Laughter is the ,free-cs,best medicine.,Filling
Language is used for ,free-cs,communication.,Filling
LINUX is ,free-cs,an operating system,Mapping
Knives are used to ,free-cs,cut.,Filling
Kiwi is ,free-cs,a bird,Mapping
Kittens are so ,free-cs,cute,Filling
Kittens are ,free-cs,young cats.,Filling
Kitchen utensils are used for ,free-cs,cooking.,Filling
Kissing is a way ,free-cs,to show affection,Filling
Kissing is a sign of ,free-cs,affection,Filling
Kings can ,free-cs,rule countries,Filling
Killing is ,free-cs,morally wrong.,Filling
Kids like ,free-cs,to play with them.,Filling
Kids can ,free-cs,do math.,Filling
Keys are used for ,free-cs,starting cars.,Filling
Keys are made of ,free-cs,metal.,Filling
Ketchup is ,free-cs,a condiment.,Mapping
Kansas is part of ,free-cs,the United States.,Filling
Jogging is usually good for ,free-cs,your health.,Filling
Jogging is ,free-cs,exercise.,Filling
JAVA is ,free-cs,a programming language,Mapping
Ivy is ,free-cs,a vine,Filling
Israel is ,free-cs,a country,Filling
Iron is ,free-cs,an element,Filling
Iron can be ,free-cs,magnetized.,Filling
Iraq is ,free-cs,a country in the middle east.,Filling
Inspiration would make ,free-cs,you want to create art,Mapping
Insects always have ,free-cs,six legs,Filling
Insanity  would make ,free-cs,you want to wage war,Mapping
India is ,free-cs,a country in Asia,Filling
Ignorance would make ,free-cs,you want to find information,Filling
Ignorance is ,free-cs,bliss,Filling
If you want to write a program then you should have ,free-cs,a computer,Mapping
If you want to write a letter then you should have ,free-cs,a pen and paper,Mapping
If you want to win a baseball game then you should ,free-cs,hit the ball,Mapping
If you want to water a plant then you should have ,free-cs,a plant to water.,Mapping
If you want to water a plant then you should ,free-cs,get some water,Mapping
If you want to watch the evening news then you should have ,free-cs,a television.,Mapping
If you want to watch a tv show then you should ,free-cs,turn on tv,Mapping
If you want to watch a film then you should ,free-cs,go to a movie,Mapping
If you want to wash your car then you should have ,free-cs,a car.,Mapping
If you want to wash clothes then you should use ,free-cs,wash machine,Mapping
If you want to wash clothes then you should ,free-cs,go to the laundromat.,Mapping
If you want to walk the dog then you should have ,free-cs,a leash.,Mapping
If you want to wait your turn then you should be ,free-cs,patient.,Mapping
If you want to wait on tables then you should get ,free-cs,a job at a restaurant.,Mapping
If you want to wait on tables then you should ,free-cs,work in a restaurant,Mapping
If you want to visit other countries then you should have ,free-cs,a passport.,Mapping
If you want to view a video then you should ,free-cs,turn on the VCR.,Mapping
If you want to use a television then you should ,free-cs,plug it in.,Filling
If you want to urinate then you should ,free-cs,go to the bathroom.,Filling
If you want to type then you should have ,free-cs,a keyboard.,Filling
If you want to tell a story then you should have ,free-cs,an audience,Mapping
If you want to talk to someone then you should ,free-cs,speak up.,Mapping
If you want to take a phone call then you should ,free-cs,pick up the phone.,Mapping
If you want to take a break then you should ,free-cs,stop working.,Mapping
If you want to take a bath then you should ,free-cs,take your clothes off,Mapping
If you want to surf then you should have ,free-cs,a surfboard.,Mapping
If you want to study then you should ,free-cs,read the book,Mapping
If you want to stay in bed then you should ,free-cs,turn off the alarm clock.,Mapping
If you want to start a fire then you should find ,free-cs,matches,Filling
If you want to stand up then you should ,free-cs,straighten your legs,Mapping
If you want to spit then you should ,free-cs,gather saliva.,Filling
If you want to sleigh ride then you should ,free-cs,get in a sleigh,Mapping
If you want to ski then you should ,free-cs,buy some skis,Mapping
If you want to skate then you should ,free-cs,put your skates on.,Mapping
If you want to sit on a chair then you should find ,free-cs,a chair.,Mapping
If you want to sign a contract then you should ,free-cs,use a pen.,Mapping
If you want to shop then you should ,free-cs,go to the store.,Mapping
If you want to set a cup on the table then you should have ,free-cs,a table.,Mapping
If you want to serve justice then you should ,free-cs,not commit a crime,Mapping
If you want to send e-mail then you should ,free-cs,turn on the computer.,Mapping
If you want to sell your new book then you should ,free-cs,publish it,Mapping
If you want to see old things then you should ,free-cs,visit a museum,Mapping
If you want to see exhibits then you should ,free-cs,go to a museum,Mapping
If you want to see artifacts then you should ,free-cs,visit a museum,Mapping
If you want to see an exciting story then you should ,free-cs,go to the movies.,Mapping
If you want to see a story then you should ,free-cs,go to a movie,Mapping
If you want to score a homer then you should ,free-cs,hit the ball very hard,Mapping
If you want to run errands then you should ,free-cs,make a list.,Mapping
If you want to run a marathon then you should ,free-cs,train hard.,Mapping
If you want to ride a horse then you should ,free-cs,get a saddle.,Mapping
If you want to ride a bike then you should ,free-cs,sit on a bike,Mapping
If you want to ride  then you should have ,free-cs,a bike,Mapping
If you want to rest then you should ,free-cs,sleep,Filling
If you want to reproduce then you should have ,free-cs,sex.,Mapping
If you want to reproduce then you should ,free-cs,Find a mate.,Mapping
If you want to remember a phone number then you should ,free-cs,memorize it,Mapping
If you want to read then you should ,free-cs,open the book.,Mapping
If you want to read the news then you should ,free-cs,buy a newspaper.,Mapping
If you want to read  then you should have ,free-cs,a newspaper,Mapping
If you want to reach a tentative agreement then you should ,free-cs,negotiate.,Mapping
If you want to prove your physical endurance then you should ,free-cs,run a marathon,Mapping
If you want to procreate then you should make ,free-cs,love.,Mapping
If you want to print on the printer then you should ,free-cs,turn the printer on.,Filling
If you want to pretend then you should ,free-cs,act.,Mapping
If you want to play the violin then you should have ,free-cs,a bow.,Mapping
If you want to play the violin then you should ,free-cs,take lessons,Mapping
If you want to play the piano then you should ,free-cs,Take lessons,Mapping
If you want to play tennis then you should ,free-cs,go to a tennis court.,Mapping
If you want to play sport then you should ,free-cs,join a team.,Mapping
If you want to play poker then you should ,free-cs,get some cards,Mapping
If you want to play games then you should ,free-cs,find some friends and play,Mapping
If you want to play ball then you should have ,free-cs,a ball,Mapping
If you want to play ball then you should ,free-cs,get a ball,Mapping
If you want to pay the bills then you should ,free-cs,write a check.,Mapping
If you want to pay by credit card then you should have ,free-cs,a credit card,Mapping
If you want to paint then you should have ,free-cs,a brush,Mapping
If you want to paint a picture then you should have ,free-cs,paints,Mapping
If you want to paint a picture then you should ,free-cs,buy paints.,Mapping
If you want to meet interesting people then you should be ,free-cs,interesting.,Mapping
If you want to make people laugh then you should ,free-cs,tell joke,Mapping
If you want to make a shopping list then you should ,free-cs,get a pencil and paper.,Mapping
If you want to make a patchwork quilt then you should ,free-cs,learn to sew,Mapping
If you want to lose weight then you should ,free-cs,exercise.,Mapping
If you want to lose consciousness then you should ,free-cs,hit yourself on the head,Mapping
If you want to listen to the radio then you should have ,free-cs,a radio.,Mapping
If you want to light a fire then you should use ,free-cs,matches,Filling
If you want to lie then you should ,free-cs,know the truth.,Mapping
If you want to learn then you should have ,free-cs,an open mind.,Mapping
If you want to kill people then you should ,free-cs,buy a gun.,Mapping
If you want to jump rope then you should ,free-cs,find a rope,Mapping
If you want to join the army then you should ,free-cs,enlist.,Mapping
If you want to howl with laughter then you should ,free-cs,watch a very funny movie.,Mapping
If you want to hike then you should ,free-cs,go to a mountain.,Mapping
If you want to help someone then you should ,free-cs,volunteer,Mapping
If you want to hear testimony then you should ,free-cs,go to a court,Mapping
If you want to hear singing then you should ,free-cs,turn on the radio.,Mapping
If you want to have lunch then you should ,free-cs,eat food,Mapping
If you want to have friends over then you should ,free-cs,call them up,Mapping
If you want to have food then you should ,free-cs,eat.,Mapping
If you want to have a physical examination then you should ,free-cs,make an appointment.,Mapping
If you want to have a party then you should invite ,free-cs,guests.,Mapping
If you want to grow vegetables then you should have ,free-cs,a garden.,Mapping
If you want to go to sleep then you should ,free-cs,close your eyes.,Mapping
If you want to go to get a haircut then you should have ,free-cs,money.,Mapping
If you want to go to get a cut then you should have ,free-cs,hair,Mapping
If you want to go to bed then you should ,free-cs,turn off the light,Mapping
If you want to go to an opera then you should ,free-cs,purchase tickets,Mapping
If you want to go to a performance then you should ,free-cs,purchase tickets.,Mapping
If you want to go to a movie then you should ,free-cs,buy a ticket.,Mapping
If you want to go to a laundromat then you should ,free-cs,get a car.,Mapping
If you want to go to a film then you should ,free-cs,buy tickets,Mapping
If you want to go to a concert then you should ,free-cs,buy a ticket.,Mapping
If you want to go on the internet then you should ,free-cs,connect.,Filling
If you want to go off strike then you should ,free-cs,not go to work,Mapping
If you want to go nude  then you should ,free-cs,remove your clothing,Mapping
If you want to go jogging then you should ,free-cs,put on your running shoes,Mapping
If you want to go into a coma then you should ,free-cs,get into an accident,Mapping
If you want to go for a run then you should ,free-cs,put on some shoes,Mapping
If you want to go for a haircut then you should ,free-cs,go to a barber.,Mapping
If you want to go for a drive then you should ,free-cs,get a car,Mapping
If you want to go fishing then you should get ,free-cs,some bait.,Mapping
If you want to give assistance then you should ,free-cs,help some one,Mapping
If you want to give a gift then you should ,free-cs,wrap it up,Filling
If you want to get wet then you should ,free-cs,Jump in some water.,Filling
If you want to get onto the web then you should get ,free-cs,an internet connection,Mapping
If you want to get fit then you should ,free-cs,lift weights.,Filling
If you want to get a good grade then you should ,free-cs,study hard,Mapping
If you want to get a divorce then you should ,free-cs,Get married.,Mapping
If you want to forgive someone then you should ,free-cs,tell him,Mapping
If you want to fly in an airplane then you should ,free-cs,buy tickets.,Mapping
If you want to fly a kite then you should ,free-cs,go outside,Mapping
If you want to find information then you should ,free-cs,look for it.,Mapping
If you want to fight the enemy then you should ,free-cs,join an armed force.,Mapping
If you want to fiddle then you should have ,free-cs,a violin.,Mapping
If you want to fart then you should ,free-cs,eat beans.,Filling
If you want to fall then you should ,free-cs,trip.,Filling
If you want to express yourself then you should ,free-cs,speak clearly,Mapping
If you want to express information then you should ,free-cs,speak.,Mapping
If you want to entertain people then you should ,free-cs,throw a party,Mapping
If you want to eat in a restaurant then you should ,free-cs,make reservations.,Mapping
If you want to eat an apple then you should have ,free-cs,teeth,Filling
If you want to eat an apple then you should ,free-cs,bite.,Mapping
If you want to eat a cookie then you should get ,free-cs,a cookie.,Mapping
If you want to drive your car then you should get ,free-cs,a driver's license.,Mapping
If you want to drive to work then you should have ,free-cs,a car.,Mapping
If you want to drive to work then you should ,free-cs,get into your car.,Mapping
If you want to drive then you should have ,free-cs,a car,Mapping
If you want to drive then you should get ,free-cs,a license.,Mapping
If you want to drill a hole then you should get ,free-cs,a drill.,Filling
If you want to do some exercises then you should ,free-cs,go to the gym,Mapping
If you want to do a crossword puzzle then you should ,free-cs,sharpen your pencil,Mapping
If you want to discover the truth then you should ,free-cs,ask questions,Mapping
If you want to diminish your own hunger then you should ,free-cs,eat,Mapping
If you want to dance then you should ,free-cs,turn on the music.,Mapping
If you want to create something to help other people then you should ,free-cs,be inventive,Mapping
If you want to create an idea then you should have ,free-cs,an imagination,Mapping
If you want to create an idea then you should ,free-cs,think about something.,Mapping
If you want to copulate then you should have ,free-cs,sex,Mapping
If you want to cook then you should have ,free-cs,ingredients,Mapping
If you want to contemplate then you should ,free-cs,think.,Mapping
If you want to compute a sum then you should ,free-cs,get a calculator,Mapping
If you want to compete then you should ,free-cs,train,Mapping
If you want to commit murder then you should ,free-cs,kill somebody,Mapping
If you want to comfort a friend then you should ,free-cs,hug them,Mapping
If you want to climb then you should ,free-cs,get a rope,Mapping
If you want to clean the house then you should ,free-cs,mop the floor,Mapping
If you want to chop firewood then you should have ,free-cs,an ax.,Mapping
If you want to chew your food then you should have ,free-cs,teeth.,Filling
If you want to chew your food then you should ,free-cs,move your jaw,Mapping
If you want to check vital signs then you should ,free-cs,check their pulse,Mapping
If you want to change society then you should ,free-cs,change yourself.,Mapping
If you want to catch mumps then you should ,free-cs,kiss someone with mumps.,Mapping
If you want to calculate things quickly then you should ,free-cs,use the calculator,Mapping
If you want to buy something then you should have ,free-cs,money.,Mapping
If you want to buy something then you should ,free-cs,go to the store,Mapping
If you want to buy something for a loved one then you should ,free-cs,go shopping,Mapping
If you want to buy products then you should ,free-cs,go to a store,Mapping
If you want to buy presents then you should ,free-cs,go to a store.,Mapping
If you want to buy presents for others then you should have ,free-cs,money,Mapping
If you want to buy a hamburger then you should ,free-cs,go to a restaurant,Mapping
If you want to bring home some fish then you should ,free-cs,go to a fish market.,Mapping
If you want to breathe then you should ,free-cs,inhale,Filling
If you want to breathe some fresh air then you should ,free-cs,go outside.,Filling
If you want to become more clean then you should ,free-cs,take a shower,Mapping
If you want to become inebriated then you should ,free-cs,drink something alcoholic,Mapping
If you want to bake a cake then you should ,free-cs,follow a recipe,Mapping
If you want to attend school then you should ,free-cs,enroll.,Filling
If you want to attend a meeting then you should ,free-cs,go to the meeting,Mapping
If you want to add up a column of numbers then you should use ,free-cs,a calculator.,Mapping
If you want to act in a play then you should ,free-cs,audition for it,Mapping
If you want to  then you should ,free-cs,play,Mapping
Ice is used to ,free-cs,cool drinks.,Filling
Ice is made of ,free-cs,water.,Filling
Ice can ,free-cs,cool a drink,Filling
IBM is a manufacturer of ,free-cs,information processing devices,Filling
Hydrogen is ,free-cs,an element,Filling
Humpty Dumpty was ,free-cs,an egg.,Filling
Humor is ,free-cs,subjective.,Filling
Humanity wants ,free-cs,to live.,Filling
Houses often have ,free-cs,yards,Filling
Houses are made of ,free-cs,wood.,Filling
Horse riding is an ,free-cs,Olympic sport.,Filling
Horniness would make ,free-cs,you want to procreate,Mapping
Honesty is the ,free-cs,best policy,Filling
Honesty is ,free-cs,a virtue.,Filling
Honda is ,free-cs,a car.,Mapping
Hockey is ,free-cs,a violent sport.,Filling
Highways are for ,free-cs,cars to drive on,Filling
Herbs are ,free-cs,plants.,Filling
Hawk is ,free-cs,a bird,Filling
Hawaii is ,free-cs,a place.,Mapping
Having sex can lead to ,free-cs,more kids.,Filling
Having long hair would make ,free-cs,you want to have a haircut,Mapping
Hate is ,free-cs,a strong emotion,Mapping
Happiness would make ,free-cs,you want to sing,Mapping
Happiness is ,free-cs,an emotion.,Filling
Hands are ,free-cs,body parts.,Filling
Guns are ,free-cs,very dangerous.,Filling
Gull is ,free-cs,a bird,Filling
Guitars usually have ,free-cs,6 strings,Filling
Groups can ,free-cs,include individuals,Filling
Gravity causes ,free-cs,objects to fall.,Filling
Grass is ,free-cs,not always green.,Filling
Grapes are ,free-cs,a type of fruit.,Filling
Grapefruits are ,free-cs,a sort of fruits.,Filling
Gossip can ,free-cs,spread rumors,Filling
Good is the opposite of ,free-cs,Evil.,Filling
Good can ,free-cs,battle evil,Filling
Golf is ,free-cs,a kind of game,Filling
Golden Retrievers are ,free-cs,types of dogs.,Filling
God is part of ,free-cs,religion,Filling
God is an imaginary friend for ,free-cs,grown ups,Mapping
God is ,free-cs,a concept.,Filling
God can be ,free-cs,everywhere,Filling
Glue can ,free-cs,stick paper,Filling
Glass can ,free-cs,break,Filling
Girls can ,free-cs,dress dolls,Filling
Germs can ,free-cs,spread disease.,Filling
Germany is ,free-cs,a country of Europe,Filling
German is ,free-cs,a language.,Filling
Generals can ,free-cs,lead troops,Filling
Gay is a slang term for ,free-cs,homosexual.,Mapping
Gasoline is called ,free-cs,gas.,Filling
Gas is ,free-cs,a state of matter.,Filling
Gardeners can ,free-cs,plant flowers.,Filling
Fur is ,free-cs,usually soft.,Filling
Fruits can ,free-cs,grow on a tree.,Filling
Fruits are ,free-cs,a kind of food.,Filling
Fruit can be ,free-cs,eaten,Filling
Frisbees are made of ,free-cs,plastic.,Filling
Frisbees are ,free-cs,round,Filling
Frisbee is ,free-cs,a fun sport.,Filling
Friends can meet ,free-cs,over lunch.,Filling
Friction causes ,free-cs,heat,Filling
France is ,free-cs,a country in Europe,Filling
Forks are used to ,free-cs,eat.,Filling
Forgetting is basically the reverse of ,free-cs,remembering,Filling
Forests have ,free-cs,trees,Filling
Ford is ,free-cs,a brand of car.,Ford
Food is a substance that people enjoy ,free-cs,eating.,Mapping
Folk is ,free-cs,a type of music,Filling
